stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-08-18,23751025,0,0,42074593,65825618
00991A,2026-08-18,21878830,0,0,27983793,49862623
00981A,2026-08-18,35620426,0,0,13635031,49255457
2886,2026-08-18,10202794,0,12352505,-19152,22536147
00405A,2026-08-18,1316500,0,0,21215509,22532009
00407A,2026-08-18,5175430,0,0,15230991,20406421
2634,2026-08-18,14816922,0,-15000,474336,15276258
2609,2026-08-18,14344696,0,121559,749638,15215893
2603,2026-08-18,15066712,0,-77000,-227064,14762648
00988A,2026-08-18,2699773,0,0,10801000,13500773
2867,2026-08-18,13409530,0,0,-133422,13276108
00632R,2026-08-18,1372000,0,0,11685307,13057307
2880,2026-08-18,1505502,0,11612000,-308444,12809058
2301,2026-08-18,9583775,0,3150697,-475235,12259237
2892,2026-08-18,-1562981,0,13662769,21685,12121473
2542,2026-08-18,9866323,0,883000,159096,10908419
8105,2026-08-18,10694721,0,-400000,458030,10752751
3037,2026-08-18,10676502,0,122000,-394898,10403604
2881,2026-08-18,10802898,0,-1105681,-204221,9492996
2618,2026-08-18,10175743,0,-982286,-575222,8618235
1402,2026-08-18,7937559,0,209705,60670,8207934
00992A,2026-08-18,-784850,0,0,8976643,8191793
2801,2026-08-18,8235255,0,0,-51000,8184255
2812,2026-08-18,8051766,0,0,-40000,8011766
1314,2026-08-18,7907429,0,0,-31184,7876245
2834,2026-08-18,7698103,0,0,-121000,7577103
00990A,2026-08-18,-4280000,0,0,11655406,7375406
009820,2026-08-18,-8000,0,0,7168637,7160637
00999A,2026-08-18,1038950,0,0,6011247,7050197
8070,2026-08-18,4589058,0,2063000,100962,6753020
009821,2026-08-18,486000,0,0,6190000,6676000
1216,2026-08-18,5570730,0,349000,-44683,5875047
2890,2026-08-18,-8148892,0,13974047,7334,5832489
00997A,2026-08-18,1458000,0,0,4232847,5690847
5880,2026-08-18,-6734185,0,12003000,-102864,5165951
3605,2026-08-18,4716828,0,0,-248566,4468262
1718,2026-08-18,4376200,0,-24000,-155174,4197026
00940,2026-08-18,408305,0,0,3687746,4096051
