stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00632R,2026-08-19,-2232000,0,0,56607680,54375680
00981A,2026-08-19,34977433,0,0,4465846,39443279
2609,2026-08-19,31191495,0,6000,275419,31472914
00991A,2026-08-19,7061261,0,-5326000,27829811,29565072
00405A,2026-08-19,1910500,0,0,22208783,24119283
3045,2026-08-19,18646206,0,51000,-458967,18238239
00664R,2026-08-19,0,0,0,14769248,14769248
2886,2026-08-19,12062381,0,3285000,-783139,14564242
1216,2026-08-19,13274283,0,-539000,-643234,12092049
6116,2026-08-19,8128183,0,0,496209,8624392
00940,2026-08-19,91500,0,0,7701798,7793298
2603,2026-08-19,8541302,0,6000,-843024,7704278
1102,2026-08-19,7594008,0,31000,78065,7703073
1402,2026-08-19,6109539,0,901000,168665,7179204
2542,2026-08-19,6655818,0,212000,-104669,6763149
00665L,2026-08-19,1171000,0,0,5255376,6426376
00680L,2026-08-19,103000,0,0,6120156,6223156
2027,2026-08-19,8038518,0,-20000,-2320506,5698012
00999A,2026-08-19,4000,0,0,5076111,5080111
1802,2026-08-19,3638977,0,-15000,1165268,4789245
00686R,2026-08-19,7000,0,0,4725000,4732000
1504,2026-08-19,3099413,0,1415000,-71028,4443385
00900,2026-08-19,1028579,0,0,3373549,4402128
00992A,2026-08-19,1727843,0,0,2586876,4314719
00713,2026-08-19,1239687,0,0,3054031,4293718
3090,2026-08-19,4269258,0,-236000,35884,4069142
6214,2026-08-19,2563526,0,1319000,-48448,3834078
2903,2026-08-19,3004700,0,571000,-4000,3571700
2492,2026-08-19,3180325,0,-2000,92651,3270976
00688L,2026-08-19,218000,0,0,3018527,3236527
2312,2026-08-19,3515902,0,0,-304342,3211560
00676R,2026-08-19,0,0,0,3095618,3095618
00757,2026-08-19,953164,0,0,1987287,2940451
3042,2026-08-19,3397951,0,0,-489971,2907980
2867,2026-08-19,2989250,0,0,-89000,2900250
9914,2026-08-19,2430639,0,-3000,469898,2897537
2382,2026-08-19,3227189,0,-291167,-177193,2758829
5608,2026-08-19,2473801,0,0,67989,2541790
2478,2026-08-19,2156668,0,257000,86157,2499825
2845,2026-08-19,1983223,0,329000,127000,2439223
2353,2026-08-19,2130167,0,24000,264836,2419003
2915,2026-08-19,2194330,0,0,-75242,2119088
2105,2026-08-19,2294984,0,25000,-222515,2097469
9907,2026-08-19,2025594,0,0,0,2025594
5876,2026-08-19,2051391,0,185000,-227799,2008592
2637,2026-08-19,1736240,0,197000,42041,1975281
2851,2026-08-19,2233037,0,0,-321263,1911774
1718,2026-08-19,1804182,0,7000,63322,1874504
1727,2026-08-19,1813671,0,0,-69228,1744443
9945,2026-08-19,1833817,0,0,-211057,1622760
2912,2026-08-19,1607825,0,1000,-19771,1589054
00882,2026-08-19,64300,0,0,1505175,1569475
00715L,2026-08-19,-208900,0,0,1699412,1490512
2618,2026-08-19,2892631,0,53000,-1473771,1471860
1909,2026-08-19,1473163,0,0,-1834,1471329
3034,2026-08-19,1250910,0,66000,82541,1399451
2484,2026-08-19,1372693,0,1000,-3000,1370693
1904,2026-08-19,1368892,0,0,-18025,1350867
00641R,2026-08-19,0,0,0,1345152,1345152
2449,2026-08-19,1318020,0,39000,-67293,1289727
4904,2026-08-19,1048338,0,88000,152983,1289321
2617,2026-08-19,1109515,0,0,113893,1223408
00753L,2026-08-19,-317000,0,0,1537208,1220208
2030,2026-08-19,1192479,0,0,0,1192479
1229,2026-08-19,1204352,0,-15000,-4274,1185078
00996A,2026-08-19,15000,0,0,1168708,1183708
2615,2026-08-19,1486696,0,-7000,-311842,1167854
